식품코드,식품명,지역 / 제조사,식품상세분류,단백질(g),포도당(g),과당(g),유당(g),갈락토오스(g),셀룰로오스,칼슘,철,칼륨,나트륨,아연,구리,망간,비타민 A,비타민 D2,비타민 D3,비타민 E,토코페롤,비타민 K,비타민 K1,비타민 K2,비타민 B1,비타민 B2,비타민 B6,비타민 B12,비타민 C,오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),카페인
R001578,"돼지고기, 안심(안심살), 생것",전국(대표),육류,22.21,0,0,0,0,0,3,0.78,373,46,1.93,0.051,0.003,0,0,0.2,0.31,0,0,0,0,0.868,0.298,0,0.5,0.26,0.03,0.55,0.02,0
R001579,"돼지고기, 안심(안심살), 삶은것",전국(대표),육류,32.32,0,0,0,0,0,5,1.33,289,37,3.44,0.109,0.007,0,0,0.32,0.24,0,0,0,0,0.855,0.35,0,0.68,0.31,0.05,0.81,0.03,0
R001580,"돼지고기, 안심(안심살), 구운것(팬)",전국(대표),육류,30.23,0,0,0,0,0,5,1.03,479,57,2.6,0.08,0.005,0,0,0.69,0.36,0,0,0,0,1.098,0.376,0,0.7,0.63,0.05,0.85,0.02,0
R001581,"돼지고기, 앞다리(꾸리살), 생것",전국(대표),육류,18.84,0,0,0,0,0,5,0.92,328,48,3.04,0.051,0.008,0,0,0.6,0.06,0,0,0,0,0.634,0.076,0,0.45,1.47,0.06,0.98,0.04,0
R001582,"돼지고기, 뒷다리(도가니살), 생것",전국(대표),육류,21.29,0,0,0,0,0,5,0.64,348,46,1.86,0.032,0.004,0,0,0.61,0.26,0,0,0,0,0.582,0.029,0,0.43,1.07,0.04,0.74,0.03,0
R001583,"돼지고기, 뒷다리(뒷사태살), 생것",전국(대표),육류,20.51,0,0,0,0,0,5,1,315,48,3.1,0.04,0.006,0,0,0.57,0.07,0,0,0,0,0.461,0.105,0,0.35,1.48,0.05,0.87,0.03,0
R001584,"돼지고기, 뒷다리(보섭살), 생것",전국(대표),육류,21.13,0,0,0,0,0,5,0.73,344,45,1.75,0.03,0.005,0,0,0.67,0.29,0,0,0,0,0.571,0.111,0,0.5,1.06,0.05,0.94,0.03,0
R001585,"돼지고기, 뒷다리(볼기살), 생것",전국(대표),육류,20.79,0,0,0,0,0,5,0.61,349,51,1.87,0.033,0.005,0,0,0.47,0.26,0,0,0,0,0.972,0.012,0,0.48,0.94,0.04,0.8,0.03,0
R001586,"돼지고기, 뒷다리(설깃살), 생것",전국(대표),육류,20.9,0,0,0,0,0,4,0.52,334,49,1.65,0.029,0.003,0,0,0.54,0.33,0,0,0,0,0.6,0.103,0,0.41,1,0.05,0.86,0.03,0
R001587,"돼지고기, 뒷다리(홍두깨살), 생것",전국(대표),육류,20.03,0,0,0,0,0,4,0.87,337,43,2.71,0.039,0.006,0,0,0.94,0.09,0,0,0,0,0.58,0.066,0,0.33,1.48,0.05,0.81,0.03,0
R001588,"돼지고기, 등심(등심덧살), 생것",전국(대표),육류,17.51,0,0,0,0,0,7,0.73,300,52,2.89,0.037,0.005,0,0,0.98,0.42,0,0,0,0,0.465,0.144,0,0.71,1.7,0.11,2.04,0.09,0
R001589,"돼지고기, 등심(알등심살), 생것",전국(대표),육류,22.9,0,0,0,0,0,5,0.46,395,45,1.84,0.019,0.005,0,0,0.51,0.46,0,0,0,0,1.069,0.108,0,0.33,0.96,0.04,0.84,0.03,0
R001590,"돼지고기, 앞다리(부채살), 생것",전국(대표),육류,20.09,0,0,0,0,0,7,0.83,330,54,2.62,0.046,0.006,0,0,0.6,0.17,0,0,0,0,0.427,0.179,0,0.7,1.64,0.06,1.06,0.04,0
R001591,"돼지고기, 앞다리(앞사태살), 생것",전국(대표),육류,20.82,0,0,0,0,0,5,0.99,318,62,3.6,0.055,0.008,0,0,0.38,0.04,0,0,0,0,0.771,0.095,0,0.47,1.59,0.04,0.7,0.03,0
R001592,"돼지고기, 삼겹살(갈매기살), 생것",전국(대표),육류,17.92,0,0,0,0,0,6,1.58,307,56,2.73,0.097,0.015,0,0,1.15,0.47,0,0,0,0,0.566,0.234,0,1,1.95,27.27,0.12,0.08,0
R001593,"돼지고기, 삼겹살(등갈비), 생것",전국(대표),육류,17.88,0,0,0,0,0,18,0.71,297,52,2.33,0.036,0.006,0,0,0.82,0.2,0,0,0,0,0.374,0.118,0,0.43,1.63,0.18,3.13,0.14,0
R001594,"돼지고기, 삼겹살(토시살), 생것",전국(대표),육류,20.46,0,0,0,0,0,7,1.82,323,59,3.51,0.114,0.019,0,0,0.63,0.6,0,0,0,0,0.674,0.472,0,0.98,0.09,0.06,1.06,0.04,0
R001595,"돼지고기, 삼겹살(오돌삼겹), 생것",전국(대표),육류,17.12,0,0,0,0,0,24,0.68,241,102,2.11,0.04,0.007,0,0,1.12,0.48,0,0,0,0,0.346,0.13,0,0.67,1.52,0.19,3.17,0.13,0
R001596,"돼지고기, 앞다리(앞다리살), 생것",전국(대표),육류,20.56,0,0,0,0,0,5,0.69,327,50,2.53,0.036,0.005,0,0,0.69,0.41,0,0,0,0,0.522,0.109,0,0.46,1.08,0.08,1.32,0.05,0
R001597,"돼지고기, 앞다리(항정살), 생것",전국(대표),육류,17.98,0,0,0,0,0,4,0.39,282,50,1.85,0.022,0.001,0,0,0.86,0.12,0,0,0,0,0.247,0.081,0,0.48,1.29,0.17,2.79,0.13,0
R001598,"돼지고기, 앞다리(주걱살), 생것",전국(대표),육류,20.49,0,0,0,0,0,4,0.68,371,41,1.91,0.041,0.007,0,0,0.52,0.17,0,0,0,0,0.591,0.178,0,0.39,1.27,0.06,1.04,0.04,0
R001599,"돼지 부산물, 간, 생것",전국(대표),육류,18.7,0,0,0,0,0,16,18.2,299,75,0,0,0,0,0,0,0,0,0,0,0,0.25,2.59,0,0,13,0,0,0,0
R001600,"돼지 부산물, 간, 삶은것",전국(대표),육류,26.02,0,0,0,0,0,10,17.92,150,49,6.72,0.634,0.3,0,0,0,0,0,0,0,0,0.258,2.196,0.57,18.67,23.6,0,0,0,0
R001601,"돼지 부산물, 대장, 생것",전국(대표),육류,8.7,0,0,0,0,0,20,1.2,40,21,0,0,0,0,0,0,0,0,0,0,0,0.07,0.05,0,0,0,0,0,0,0
R001602,"돼지 부산물, 대장, 삶은것",전국(대표),육류,11.7,0,0,0,0,0,15,1.6,27,21,1.8,0.12,0.03,0,0,0,0.5,0,26,0,0,0.03,0.07,0,1,0,0.12,1.1,0,0
R001603,"돼지 부산물, 맹장, 생것",전국(대표),육류,10.8,0,0,0,0,0,16,0.2,127,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R001604,"돼지 부산물, 머리고기, 생것",전국(대표),육류,20.6,0,0,0,0,0,14,0.4,86,448,0,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0,0,0,0,0,0,0
R001605,"돼지 부산물, 비장, 생것",전국(대표),육류,18,0,0,0,0,0,7,22.4,340,92,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0,0,0,0,0,0,0
R001606,"돼지 부산물, 소장(곱창), 생것",전국(대표),육류,11.9,0,0,0,0,0,18,2.3,104,54,0,0,0,0,0,0,0,0,0,0,0,0.07,0.1,0,0,0,0,0,0,0
R001607,"돼지 부산물, 소장(곱창), 삶은것",전국(대표),육류,14,0,0,0,0,0,21,1.4,14,13,2,0.08,0.04,0,0,0,0.3,0,5,0,0,0.01,0.03,0,0.4,0,0.08,0.76,0,0
R001608,"돼지 부산물, 신장, 생것",전국(대표),육류,16.7,0,0,0,0,0,76,4.5,196,114,0,0,0,0,0,0,0,0,0,0,0,2.4,1.01,0,0,0,0,0,0,0
R001609,"돼지 부산물, 신장, 삶은것",전국(대표),육류,25.4,0,0,0,0,0,13,5.29,143,80,4.15,0.683,0.149,0,0,0,0,0,0,0,0,0.396,1.586,0.46,7.79,10.6,0,0,0,0
R001610,"돼지 부산물, 심장, 생것",전국(대표),육류,18,0,0,0,0,0,6,3.5,235,133,0,0,0,0,0,0,0,0,0,0,0,0.16,0.42,0,0,0,0,0,0,0
R001611,"돼지 부산물, 심장, 삶은것",전국(대표),육류,23.6,0,0,0,0,0,7,5.83,206,35,3.09,0.508,0.073,0,0,0,0,0,0,0,0,0.555,1.702,0.39,3.79,2,0,0,0,0
R001612,"돼지 부산물, 위, 생것",전국(대표),육류,17.3,0,0,0,0,0,12,1.2,178,121,0,0,0,0,0,0,0,0,0,0,0,0.12,0.17,0,0,0,0,0,0,0
R001613,"돼지 부산물, 자궁, 생것",전국(대표),육류,15.4,0,0,0,0,0,12,0.3,131,195,0,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0,0,0,0,0,0,0
R001614,"돼지 부산물, 족발, 생것",전국(대표),육류,23.16,0,0,0,0,0,70,0.58,63,132,0.76,0.07,0,0,0,0,0.02,0,0,0,0,0.026,0.106,0.053,0.52,0,0,0,0,0
R001615,"돼지 부산물, 족발, 삶은것",전국(대표),육류,21.94,0,0,0,0,0,0,0.98,33,73,1.05,0.062,0.018,0,0,0,0.12,0,0,0,0,0.016,0.057,0.038,0.41,0,0,0,0,0
R001616,"돼지 부산물, 족발, 조미, 삶은것",전국(대표),육류,28.91,0.06,0.08,0,0,0,13,0.92,201,332,3.63,0.08,0.028,0,0,0,0.43,0,0,0,0,0.475,0.189,0,0.31,0,0.11,0.87,0.04,0
R001617,"돼지 부산물, 직장, 생것",전국(대표),육류,9.9,0,0,0,0,0,12,0.1,100,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R001618,"돼지 부산물, 췌장, 생것",전국(대표),육류,20.7,0,0,0,0,0,22,3.8,308,85,0,0,0,0,0,0,0,0,0,0,0,0.11,0.22,0,0,0,0,0,0,0
R001619,"돼지 부산물, 허파, 생것",전국(대표),육류,14.08,0,0,0,0,0,7,18.9,303,153,2.03,0.083,0.017,0,0,0,0,0,0,0,0,0.085,0.43,0.1,2.75,12.3,0,0,0,0
R001620,"돼지 부산물, 허파, 삶은것",전국(대표),육류,16.6,0,0,0,0,0,8,16.41,151,81,2.45,0.08,0.015,0,0,0,0,0,0,0,0,0.079,0.322,0.08,2.03,7.9,0,0,0,0
R001621,"소시지, 말린것",전국(대표),육류,25.4,0,0,0,0,0,14,2.5,370,1400,4,0.12,0.09,0,0,0,1.2,0,11,0,0,0.19,0.31,0.24,1.6,10,0.58,3.93,0,0
R001622,"소시지, 리용소시지",전국(대표),육류,14.9,0,0,0,0,0,13,1,200,910,1.7,0.11,0.06,0,0,0,0.5,0,4,0,0,0.33,0.14,0.2,0.4,43,0.19,1.64,0,0
R001623,"소시지, 볼로냐소시지",전국(대표),육류,12.5,0,0,0,0,0,9,1,180,830,1.5,0.1,0.05,0,0,0,0.5,0,5,0,0,0.2,0.13,0.15,0.4,10,0.22,2.16,0,0
R001624,"소시지, 위너(비엔나)소시지",전국(대표),육류,15.27,0,0,0,0,0,30,0.74,368,732,1.65,0.052,0.026,0,0,0.35,0.5,0,0,0,0,0.292,0.12,0,0.37,34.1,0.23,2.78,0.08,0
R001625,"소시지, 이탈리안소시지",전국(대표),육류,14.25,0,0,0,0,0,18,1.18,253,731,1.79,0.08,0.058,0,0,0,0,0,0,0,0,0.568,0.168,0.3,0.91,2,0,0,0,0
R001626,"소시지, 프랑크푸르트소시지",전국(대표),육류,14.41,0.53,0,0,0,0,9,0.47,232,795,1.44,0.034,0.01,0,0,0,0.18,0,0,0,0,0.375,0.153,0,0.46,45.28,0.21,3.21,0.11,0
R001627,"햄, 등심햄",전국(대표),육류,20.66,0.12,0,0,0,0,8,0.36,280,759,1.14,0.024,0.058,0,0,0,0.49,0,0,0,0,0.493,0.12,0,0.43,28.09,0.03,0.4,0.02,0
R001628,"햄, 런천미트햄",전국(대표),육류,15.43,0,0,0,0,0,7,0.69,214,778,1.34,0.042,0.026,0,0,0.71,0.62,0,0,0,0,0.079,0.132,0,0.29,22.89,0.13,2.13,0.08,0
R001632,"햄, 슬라이스햄",전국(대표),육류,17.01,0.18,0,0,0,0,27,0.77,368,703,1.68,0.059,0.038,0,0,0,0.35,0,7.9,0,7.9,0.346,0.149,0.374,0.3,41.48,0.15,2.16,0.06,0
R001634,"포크커틀릿, 냉동",전국(대표),육류,9.4,0,0,0,0,0,23,1.2,172,345,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0
R001635,"포크커틀릿, 냉동, 튀긴것",전국(대표),육류,16.6,0,0,0,0,0,15,0.3,256,166,0,0,0,0,0,0,0,0,0,0,0,1.42,0.11,0,0,0,0,0,0,0
R001636,"돼지불고기, 생것",전국(대표),육류,14.1,0,0,0,0,0,16,1,253,330,0,0,0,0,0,0,0,0,0,0,0,0.33,0.15,0,0,3,0,0,0,0
R001637,베이컨,전국(대표),육류,15.27,0.07,0,0,0,0,4,0.39,199,654,1.59,0.024,0.006,0,0,0.58,0.58,0,0,0,0,0.223,0.105,0,0.24,59.77,0.17,2.03,0.14,0
R001638,"베이컨, 구운것",전국(대표),육류,35.73,0,0,0,0,0,10,1.49,539,2193,3.36,0.182,0.022,0,0,0,0.39,0,0,0.1,0,0.348,0.251,0.309,1.16,0,0,0,0,0
R001639,순대,전국(대표),육류,1.4,0,0,0,0,0,31,3.6,176,463,0,0,0,0,0,0,0,0,0,0,0,0.09,0.13,0,0,0,0,0,0,0
R001640,"순대, 찐것",전국(대표),육류,6.5,0,0,0,0,0,35,7.1,163,340,0,0,0,0,0,0,0,0,0,0,0,0.57,0.17,0,0,0,0,0,0,0
R001641,"메추리고기, 생것",전국(대표),육류,20.5,0,0,0,0,0,15,2.9,280,35,0.8,0.11,0.02,0,0,0,1,0,53,0,0,0.12,0.5,0.53,0.7,0.00001,0.24,4.36,0,0
R001642,"멧돼지고기, 생것",전국(대표),육류,18.8,0,0,0,0,0,4,2.5,270,45,3.2,0.12,0.01,0,0,0,0.6,0,1,0,0,0.24,0.29,0.35,1.7,1,0.05,2.5,0,0
R001643,"멧돼지고기, 앞다리, 생것",전국(대표),육류,21.5,0,0,0,0,0,11,2.1,304,55,0,0,0,0,0,0,0,0,0,0,0,0.39,0.18,0,0,0,0,0,0,0
R001644,"소고기, 미국산, 갈비, 구운것(오븐)",전국(대표),육류,22.57,0,0,0,0,0,11,2.17,304,65,5.39,0.083,0.013,0,0,0,0,0,0,0,0,0.07,0.18,0.26,2.56,0,0,0,0,0
R001645,"소고기, 미국산, 목심(목심살), 생것",전국(대표),육류,16.98,0,0,0,0,0,10,2.01,267,67,4.9,0.072,0.012,0,0,0,0,0,0,0,0,0.09,0.17,0.35,3.36,0,0,0,0,0
R001646,"소고기, 미국산, 목심(목심살), 삶은것",전국(대표),육류,26.37,0,0,0,0,0,13,3.08,230,64,8.23,0.124,0.015,0,0,0.4,0.21,0,0,2,0,0.07,0.24,0.26,2.27,0,0,0,0,0
R001647,"소고기, 미국산, 사태, 끓인것",전국(대표),육류,33.68,0,0,0,0,0,32,3.86,447,64,10.49,0.172,0.02,0,0,0,0,0,0,0,0,0.14,0.21,0.37,3.79,0,0,0,0,0
R001648,"소고기, 미국산, 설도, 구운것(석쇠)",전국(대표),육류,28.45,0,0,0,0,0,6,2.35,238,38,4.92,0.079,0.01,0,0,0.1,0,0,0,1.3,0,0.068,0.154,0.375,1.46,0,0,0,0,0
R001649,"소고기, 미국산, 안심(안심살), 구운것",전국(대표),육류,26.46,0,0,0,0,0,19,1.69,329,54,4.76,0.079,0.009,0,0,0.3,0.47,0,0,1.7,0,0.072,0.128,0.554,1.56,0,0,0,0,0
R001650,"소고기, 한우, 갈비, 생것",전국(대표),육류,16.5,0,0,0,0,0,9,3,194,127,0,0,0,0,0,0,0,0,0,0,0,0.03,0.27,0,0,0,0,0,0,0
R001651,"소고기, 한우, 등심, 생것",전국(대표),육류,15.61,0,0,0,0,0,11,2.24,241,56,4.49,0.038,0,0,0,0,0.18,0,0,0,0,0.019,0.345,0,1.83,0.8,0.03,0.58,0.78,0
R001652,"소고기, 한우, 등심, 삶은것",전국(대표),육류,25.2,0,0,0,0,0,7,3,195,33,6.43,0.051,0,0,0,0,0.42,0,0,0,0,0.009,0.057,0,1.2,0.9,0.03,0.61,0.64,0
R001653,"소고기, 한우, 등심, 구운것(팬)",전국(대표),육류,18.9,0,0,0,0,0,8,2.92,262,59,5.82,0.059,0,0,0,0,0.58,0,0,0,0,0.019,0.338,0,2.79,0.97,0.04,0.71,0.98,0
R001654,"소고기, 한우(1등급), 살코기, 생것",전국(대표),육류,18.62,0,0,0,0,0,5,2.23,269,49,4.49,0.042,0.012,0,0,0,0.3,0,0,0,0,3.925,0.149,0,1.59,0.48,0.02,0.34,0.28,0
R001655,"소고기, 한우, 양지, 생것",전국(대표),육류,18.58,0,0,0,0,0,5,1.92,265,55,4.82,0.035,0,0,0,0,0.16,0,0,0,0,0.009,0.245,0,1.37,0.93,0.02,0.36,0.44,0
R001656,"소고기, 한우, 양지, 삶은것",전국(대표),육류,33.09,0,0,0,0,0,8,2.47,174,38,7.65,0.05,0,0,0,0,0.48,0,0,0,0,0.005,0.036,0,1.52,0,0.01,0.42,0.31,0
R001657,"소고기, 한우, 양지, 구운것(팬)",전국(대표),육류,25.6,0,0,0,0,0,7,2.4,347,74,5.85,0.048,0,0,0,0,1.35,0,0,0,0,0.019,0.318,0,2.12,0.75,0.03,0.44,0.53,0
R001658,"소고기, 한우, 채끝(채끝살), 생것",전국(대표),육류,17.1,0,0,0,0,0,11,2.2,261,63,0,0,0,0,0,0,0,0,0,0,0,0.07,0.19,0,0,0,0,0,0,0
R001659,"소고기, 한우(1++등급), 등심, 생것",전국(대표),육류,16.9,0,0,0,0,0,51,0,234,43,0,0,0,0,0,0,0,0,0,0,0,0.14,0.29,0,0,0,0,0,0,0
R001660,"소고기, 한우(1++등급), 목심(목심살), 생것",전국(대표),육류,18.8,0,0,0,0,0,71,0,266,60,0,0,0,0,0,0,0,0,0,0,0,0.07,0.16,0,0,0,0,0,0,0
R001661,"소고기, 한우(1++등급), 설도(보섭살), 생것",전국(대표),육류,19.7,0,0,0,0,0,57,0,281,82,0,0,0,0,0,0,0,0,0,0,0,0.17,0.44,0,0,0,0,0,0,0
R001662,"소고기, 한우(1++등급), 설도(설깃살), 생것",전국(대표),육류,19.5,0,0,0,0,0,50,0,252,80,0,0,0,0,0,0,0,0,0,0,0,0.06,0.28,0,0,0,0,0,0,0
R001663,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",전국(대표),육류,19.5,0,0,0,0,0,69,0,279,70,0,0,0,0,0,0,0,0,0,0,0,0.16,0.46,0,0,0,0,0,0,0
R001664,"소고기, 한우(1++등급), 우둔(우둔살), 생것",전국(대표),육류,20.6,0,0,0,0,0,48,0,325,48,0,0,0,0,0,0,0,0,0,0,0,0.05,0.36,0,0,0,0,0,0,0
R001665,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",전국(대표),육류,21.2,0,0,0,0,0,65,0,354,62,0,0,0,0,0,0,0,0,0,0,0,0.11,0.31,0,0,0,0,0,0,0
R001666,"소고기, 한우(1++등급), 양지(양지머리), 생것",전국(대표),육류,19.1,0,0,0,0,0,55,0,170,104,0,0,0,0,0,0,0,0,0,0,0,0.06,0.22,0,0,0,0,0,0,0
R001667,"소고기, 한우(1++등급), 양지(업진살), 생것",전국(대표),육류,17.8,0,0,0,0,0,56,0,213,101,0,0,0,0,0,0,0,0,0,0,0,0.15,0.25,0,0,0,0,0,0,0
R001668,"소고기, 한우(1++등급), 채끝(채끝살), 생것",전국(대표),육류,17.8,0,0,0,0,0,48,0,288,48,0,0,0,0,0,0,0,0,0,0,0,0.09,0.46,0,0,0,0,0,0,0
R001669,"소고기, 한우(3등급), 등심, 생것",전국(대표),육류,21.3,0,0,0,0,0,0,0,327,49,0,0,0,0,0,0,0,0,0,0,0,0.14,0.29,0,0,0,0,0,0,0
R001670,"소고기, 한우(3등급), 목심(목심살), 생것",전국(대표),육류,21.4,0,0,0,0,0,0,0,285,69,0,0,0,0,0,0,0,0,0,0,0,0.1,0.23,0,0,0,0,0,0,0
R001671,"소고기, 한우(3등급), 설도(보섭살), 생것",전국(대표),육류,22.2,0,0,0,0,0,0,0,271,104,0,0,0,0,0,0,0,0,0,0,0,0.07,0.31,0,0,0,0,0,0,0
R001672,"소고기, 한우(3등급), 설도(설깃살), 생것",전국(대표),육류,22.2,0,0,0,0,0,0,0,312,83,0,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0,0,0,0,0,0,0
R001673,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",전국(대표),육류,21.5,0,0,0,0,0,0,0,301,77,0,0,0,0,0,0,0,0,0,0,0,0.09,0.3,0,0,0,0,0,0,0
R001674,"소고기, 한우(3등급), 우둔(우둔살), 생것",전국(대표),육류,22.8,0,0,0,0,0,0,0,367,58,0,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0,0,0,0,0,0,0
R001675,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",전국(대표),육류,22.5,0,0,0,0,0,0,0,374,61,0,0,0,0,0,0,0,0,0,0,0,0.12,0.2,0,0,0,0,0,0,0
R001676,"소고기, 한우(3등급), 양지(양지머리), 생것",전국(대표),육류,21.4,0,0,0,0,0,0,0,173,125,0,0,0,0,0,0,0,0,0,0,0,0.07,0.21,0,0,0,0,0,0,0
R001677,"소고기, 한우(3등급), 양지(업진살), 생것",전국(대표),육류,21.7,0,0,0,0,0,0,0,322,86,0,0,0,0,0,0,0,0,0,0,0,0.07,0.23,0,0,0,0,0,0,0
R001678,"소고기, 한우(3등급), 채끝(채끝살), 생것",전국(대표),육류,22.4,0,0,0,0,0,0,0,342,62,0,0,0,0,0,0,0,0,0,0,0,0.08,0.27,0,0,0,0,0,0,0
R001679,"소고기, 한우(1등급), 목심(목심살), 생것",전국(대표),육류,21.6,0,0,0,0,0,9,2.63,295,61,6.45,0.041,0.025,0,0,0,0.33,0,0,0,0,0.06,0.15,0,1.68,0.16,0.02,0.3,0.24,0
R001680,"소고기, 한우(1등급), 설도(보섭살), 생것",전국(대표),육류,21.75,0,0,0,0,0,5,2.99,336,49,4.49,0.063,0.014,0,0,0,0.22,0,0,0,0,0.057,0.139,0,1.71,0.51,0.01,0.26,0.16,0
R001681,"소고기, 한우(1등급), 설도(설깃살), 생것",전국(대표),육류,21.09,0,0,0,0,0,5,2.43,310,51,3.97,0.049,0.01,0,0,0,0.16,0,0,0,0,0.072,0.176,0,1.53,0.4,0.02,0.33,0.23,0
R001682,"소고기, 한우(1등급), 안심(안심살), 생것",전국(대표),육류,19.17,0,0,0,0,0,5,2.78,337,45,4,0.065,0.014,0,0,0,0.38,0,0,0,0,0.07,0.215,0,1.81,0.38,0.02,0.36,0.28,0
R001683,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",전국(대표),육류,20.61,0,0,0,0,0,6,2.98,310,58,5.92,0.052,0.014,0,0,0,0.25,0,0,0,0,0.093,0.189,0,2.18,1.07,0.01,0.29,0.15,0
R001684,"소고기, 한우(1등급), 우둔(우둔살), 생것",전국(대표),육류,23.08,0,0,0,0,0,5,2.67,327,51,4.62,0.049,0.017,0,0,0,0.28,0,0,0,0,0.094,0.172,0,1.39,0.22,0.01,0.22,0.14,0
R001685,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",전국(대표),육류,22.66,0,0,0,0,0,5,2.21,367,46,4.38,0.051,0.011,0,0,0,0.14,0,0,0,0,0.091,0.18,0,1.03,0.54,0.01,0.19,0.11,0
R001686,"소고기, 한우(1등급), 양지(양지머리), 생것",전국(대표),육류,21.16,0,0,0,0,0,5,2.52,316,57,4.78,0.046,0.014,0,0,0,0.3,0,0,0,0,0.055,0.173,0,1.49,0.63,0.01,0.28,0.2,0
R001687,"소고기, 한우(1등급), 양지(업진살), 생것",전국(대표),육류,21.15,0,0,0,0,0,5,2.04,282,55,4.58,0.036,0.01,0,0,0,0.19,0,0,0,0,0.034,0.133,0,1.71,0.41,0.02,0.41,0.37,0
R001688,"소고기, 한우(1등급), 채끝(채끝살), 생것",전국(대표),육류,17.59,0,0,0,0,0,4,2.32,308,47,4.14,0.037,0.011,0,0,0,0.3,0,0,0,0,0.042,0.132,0,1.26,0.97,0.05,0.43,0.3,0
R001689,"소고기, 한우(1등급), 앞다리(부채살), 생것",전국(대표),육류,20.7,0,0,0,0,0,5,2.44,257,58,5.49,0.05,0.012,0,0,0,0.28,0,0,0,0,0.052,0.173,0,2.05,0.63,0.02,0.46,0.34,0
R001690,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",전국(대표),육류,21.53,0,0,0,0,0,5,2.8,320,54,5.05,0.058,0.016,0,0,0,0.37,0,0,0,0,0.074,0.215,0,2.15,0.91,0.01,0.3,0.21,0
R001691,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",전국(대표),육류,15.35,0,0,0,0,0,7,1.74,196,47,4.47,0.029,0.009,0,0,0,0.46,0,0,0,0,0.066,0.134,0,2.05,0.57,0.03,0.6,0.63,0
R001692,"소고기, 한우(1등급), 갈비(본갈비), 생것",전국(대표),육류,16.94,0,0,0,0,0,6,2.12,222,48,4.93,0.035,0.012,0,0,0,0.41,0,0,0,0,0.103,0.129,0,2.33,0.34,0.03,0.58,0.51,0
R001693,"소고기, 한우(1등급), 갈비(안창살), 생것",전국(대표),육류,15.46,0,0,0,0,0,8,3.22,252,44,4.24,0.108,0.022,0,0,0,0.48,0,0,0,0,0.078,0.294,0,3.59,0.71,0.03,0.56,0.47,0
R001694,"소고기, 한우(1등급), 갈비(제비추리), 생것",전국(대표),육류,21.95,0,0,0,0,0,6,3.11,319,49,6.55,0.05,0.015,0,0,0,0.39,0,0,0,0,0.076,0.193,0,2.19,0.18,0.01,0.24,0.15,0
R001695,"소고기, 한우(1등급), 갈비(참갈비), 생것",전국(대표),육류,15.89,0,0,0,0,0,4,1.59,187,46,3.72,0.03,0.007,0,0,0,0.38,0,0,0,0,0.042,0.111,0,1.61,0.25,0.04,0.7,0.7,0
R001696,"소고기, 한우(1등급), 갈비(토시살), 생것",전국(대표),육류,19.63,0,0,0,0,0,3,3.21,258,46,3.76,0.118,0.022,0,0,0,0.39,0,0,0,0,0.06,0.348,0,3.92,0.25,0.02,0.53,0.39,0
R001697,"소고기, 한우(1등급), 등심(꽃등심살), 생것",전국(대표),육류,17.76,0,0,0,0,0,5,2.09,245,42,4.55,0.034,0.01,0,0,0,0.46,0,0,0,0,0.082,0.138,0,1.54,0.92,0.03,0.55,0.55,0
R001698,"소고기, 한우(1등급), 등심(살치살), 생것",전국(대표),육류,16.68,0,0,0,0,0,3,2.54,232,47,5.34,0.049,0.012,0,0,0,0.56,0,0,0,0,0.058,0.162,0,2.45,0.98,0.03,0.55,0.44,0
R001699,"소고기, 한우(1등급), 등심(아래등심살), 생것",전국(대표),육류,17.79,0,0,0,0,0,5,2.21,293,44,4.21,0.034,0.011,0,0,0,0.41,0,0,0,0,0.043,0.117,0,1.4,0.44,0.02,0.36,0.35,0
R001700,"소고기, 한우(1등급), 등심(윗등심살), 생것",전국(대표),육류,20.05,0,0,0,0,0,6,2.23,244,51,5,0.035,0.012,0,0,0,0.44,0,0,0,0,0.055,0.137,0,2.15,0.49,0.03,0.54,0.5,0
R001701,"소고기, 한우(1등급), 사태(뒷사태), 생것",전국(대표),육류,22.93,0,0,0,0,0,5,2.81,311,67,5.68,0.059,0.014,0,0,0,0.18,0,0,0,0,0.048,0.176,0,1.35,0.48,0.01,0.21,0.11,0
R001702,"소고기, 한우(1등급), 사태(뭉치사태), 생것",전국(대표),육류,24.04,0,0,0,0,0,5,2.84,338,57,5.61,0.058,0.014,0,0,0,0.26,0,0,0,0,0.06,0.187,0,1.51,0.7,0.01,0.19,0.09,0
